,Order ID,Customer ID,Product ID,Product Category,Price,Quantity Ordered,Discount Applied,Order Date,Shipping Date,Delivery Status,Payment Method,Total Order Value,Customer Age,Customer Gender,Customer Location,Return Status,Warehouse ID,Shipment Partner,Discounted Price
19,cb490d4a-c1c5-4f03-bf02-1a79c6116fb7,0e8668da-fa38-4882-8365-5eed6ad4a5c4,6c6d813f-2864-4fa0-bb06-71dbb399c9f5,Home & Kitchen,125.31,2,0.04,2024-02-28,2025-02-16,Cancelled,Debit Card,240.5952,27,Other,Canada,Not Returned,6a53dfb4-0dda-45be-ae70-49bf70a91d93,DHL,120.2976
20,b99b21b8-06ef-42c4-9371-ebbc7205bb2d,56d41394-d0a4-43a1-8015-8cda01b1ea22,c1326039-4f90-405b-ac34-cf94e72bdc89,Home & Kitchen,465.59,5,0.06,2024-09-18,2024-06-09,Processing,Debit Card,2188.2729999999997,56,Other,UK,Returned,d401c752-de5e-4ae0-b4d2-c7074ebfb5f8,FedEx,437.65459999999996
21,5ed0c9ed-abbc-407d-8e98-526cef43e8cb,634274a7-8e1c-441a-8813-690c90ec2d7e,0920a34e-1e28-479d-887d-1c516dfd5c95,Clothing,20.44,2,0.29,2024-08-28,2024-11-12,Cancelled,Gift Card,29.024800000000003,39,Female,Germany,Not Returned,667bdefe-eebe-4f23-8a53-ac36519820cf,USPS,14.512400000000001
22,9cdddbb2-43ad-4d57-ab25-68a2f4a4d3e3,d6cd175d-4ccd-4f53-8048-b729984f3789,7523f6c3-f3fe-4e6b-96f2-4f013cd45d44,Home & Kitchen,303.52,5,0.16,2024-11-06,2024-05-29,Delivered,Gift Card,1274.7839999999999,45,Male,Germany,Not Returned,b6a5db00-267b-412e-bf9f-0771409bd152,UPS,254.9568
23,680a80ff-69c4-4143-b6d9-d0dc74a8f431,bee69a03-a8ff-4bcf-bb01-5ad74659b030,bef3a0a5-0d88-477d-ada7-a1c1535f8081,Home & Kitchen,185.3,4,0.26,2024-10-20,2024-05-30,Cancelled,Gift Card,548.488,40,Other,France,Not Returned,2e0ee6c8-c173-4192-910f-a90a971daaea,USPS,137.122
24,fc09dcf8-ee56-45c4-97f3-db439da51153,b7d18000-2977-42d8-9aea-96474ad9f969,e3703eef-57df-4930-a903-fc051a6e5943,Books,69.58,4,0.09,2024-11-04,2024-04-20,Cancelled,Debit Card,253.2712,60,Female,Canada,Not Returned,0e063775-03a6-4948-aaca-9dea0691b28b,DHL,63.3178
25,b8f91e44-b193-43ec-983f-272c6dd5ba1a,c6e3dda2-40d9-4322-a153-87a6d293c40b,7f8a0492-22f1-4573-a49a-8817401be2e8,Electronics,430.81,3,0.06,2025-01-04,2024-12-30,Shipped,Credit Card,1214.8842,46,Male,Germany,Returned,64961135-e4fd-4640-89f1-8f048034253d,FedEx,404.9614
26,32d6ab55-51d1-436f-97c5-9ef2aa1bbf1e,fe1894c8-844e-45fe-bdfa-b7de6cfc5c78,44b876f0-4883-4787-8754-5fc5d1a9bda2,Home & Kitchen,449.41,2,0.17,2025-02-19,2024-03-31,Processing,Gift Card,746.0206000000001,61,Male,Canada,Returned,919c3f4c-2e7b-4336-a30b-f486e46b1458,USPS,373.01030000000003
27,b84c9bd7-14b7-4590-9f0a-1912fa946544,42d6e058-1b21-4e93-998e-d2bbafd44217,48943b89-5142-45f3-8a90-a9d2f5d31771,Toys,36.89,5,0.2,2024-11-14,2024-11-06,Shipped,Credit Card,147.56,53,Male,Canada,Not Returned,6cb7627f-a8ad-40e8-9516-8986a2c816f9,USPS,29.512
28,0c22c3d7-a1fb-4839-8388-1aff1f4e759e,020b7bd0-22af-4f61-b92f-0c7913ebc7cd,3cd835e1-ee11-4a7f-afba-0fa365af4e74,Clothing,399.05,2,0.28,2025-02-16,2024-03-07,Shipped,Debit Card,574.6320000000001,37,Male,Germany,Not Returned,a11663da-c8dc-471f-aa89-c8863bc32d8a,USPS,287.31600000000003
29,75d0def7-95e1-4478-aea1-94b6e3a3358d,65e7bc41-f4a9-4ce9-b7df-8d24df56a4b6,cb1b4731-6e6a-460a-b1ef-ceb7400bf5ad,Books,41.28,2,0.03,2024-04-22,2024-08-29,Processing,Debit Card,80.0832,27,Male,USA,Not Returned,aaf2baec-d8ff-4ed7-9977-4e227c0bc650,FedEx,40.0416
30,68093696-365a-4760-8ac1-2be32f6247a3,e0ea9561-ed81-4eda-bc3e-cf48b01ee58c,d5781b7e-b68f-46bc-82e9-ada5450ffbe3,Books,329.78,5,0.23,2024-06-03,2024-03-22,Cancelled,Debit Card,1269.6529999999998,39,Female,USA,Not Returned,7966e0ae-91d6-423c-842e-d568a34210e7,FedEx,253.93059999999997
31,a235bce4-542e-4b26-9729-d39a7f0f0b47,942eaea3-a8ae-4d23-a130-cdab0baf54cb,62975f88-db47-4a29-8a37-e36ab4b2a83a,Clothing,488.76,2,0.24,2025-02-26,2024-11-09,Processing,Gift Card,742.9152,42,Male,Germany,Not Returned,b637bcd2-870c-4077-8773-3e37ca7c2ca8,FedEx,371.4576
32,555c8043-0149-4fbc-a90f-438363ef7592,6e913411-00f7-4cd9-b058-087b73c0a400,6e2c717d-4e8b-4065-b962-3e571101cc23,Home & Kitchen,239.51,1,0.29,2024-08-23,2024-08-26,Shipped,PayPal,170.0521,56,Female,Canada,Returned,cdd0d67f-935f-4057-8caa-5eaca6a1e95a,UPS,170.0521
33,27c0854d-d2d9-4ccf-bac2-a9d0c12cbdc9,49cfcd14-708b-46d4-9b1b-c105c3d60508,055a42e1-4e2b-426d-9d6f-3ccde75a1846,Clothing,206.71,5,0.19,2024-07-14,2024-09-18,Processing,Credit Card,837.1755,63,Male,France,Not Returned,a9d43956-54f7-4d4c-aec0-e872a9171c92,DHL,167.4351
34,eb76126d-4069-4471-9c52-4f8ec8a4294c,1b250765-cec1-425f-a595-bc1ff0dd8bdf,2c6b1d96-7a64-4904-a34b-733784bc40d2,Books,374.16,4,0.2,2024-12-24,2024-03-11,Cancelled,Credit Card,1197.3120000000001,51,Male,Germany,Returned,bddb9f33-a961-4975-a139-df993cd38c34,USPS,299.32800000000003
35,505275ae-e7f2-46db-9a23-26d195a7711d,8d61bf40-3d32-4669-b5bc-c835dddf13e0,2802e0eb-8eb3-4f2a-a450-6a5d3816e3f7,Books,106.87,2,0.11,2024-05-19,2024-06-04,Processing,PayPal,190.2286,40,Female,USA,Returned,a1657e6d-77e9-4252-8474-df5897c464f7,UPS,95.1143
36,0523634f-7786-4830-a5c0-6651368a0e39,7f50e94d-8f04-433e-8aeb-68a5b3c42218,5df576b8-715a-457a-8f15-45cee5dfb21a,Electronics,238.94,3,0.2,2024-12-15,2025-02-03,Shipped,Debit Card,573.4559999999999,26,Male,Canada,Not Returned,992296f4-26d9-407b-b6c1-e34d6fbe3451,UPS,191.152
37,85d8141b-8057-4668-a196-0ca46a0138d4,1277f773-bccb-4197-90c5-ab1f8d4da0a3,a93585ea-fa1c-430b-8913-a5372c2f2fa8,Electronics,51.76,4,0.27,2024-09-30,2024-07-27,Cancelled,Credit Card,151.1392,31,Female,France,Returned,889abeb6-380b-403e-a5e6-c05cbe102a2b,USPS,37.7848
38,cb9e000a-467f-4229-90f9-13bff67f5d71,505f9992-d8d3-419d-810f-276d6616875f,dfe2e229-f130-4de9-b5dc-e342a8a97da7,Books,124.98,3,0.22,2024-05-19,2024-06-21,Delivered,Gift Card,292.45320000000004,28,Female,UK,Returned,53dcfdf8-5796-4f7b-b5ea-5979b6334dd5,USPS,97.48440000000001
39,3a9e739c-6597-4833-b874-f4bfad873ce3,0c5cd5d1-0ffd-4ca4-849b-38615f9da10f,d55cd17e-28f9-4e8c-9442-83b3664de47d,Clothing,80.97,4,0.02,2024-03-11,2024-10-28,Shipped,PayPal,317.4024,18,Female,France,Returned,4a4dbabf-38fc-49b8-80c5-3295a2f26d50,DHL,79.3506
40,52a671a2-ae24-40f5-a4d9-fa8a96aa332d,249a0c57-2e3e-4567-9782-781fecbd113b,c8122b9b-90e1-4e29-81c2-9bab0aac9325,Toys,205.81,4,0.14,2024-07-01,2025-02-02,Cancelled,Credit Card,707.9864,56,Male,Germany,Returned,0c27dd80-094b-406d-a8e0-33e22c5e6fb8,USPS,176.9966
41,e8c1d7c8-2f62-43d5-ac04-2255f000bf23,25d4b287-586d-401a-8b03-59734953dcf3,78f588de-7fbd-40e0-b758-eb791d48845b,Home & Kitchen,431.13,4,0.22,2024-04-07,2024-08-05,Shipped,Debit Card,1345.1255999999998,46,Other,Canada,Returned,b42201df-c1f8-4587-bc20-3bb2553d4d1e,FedEx,336.28139999999996
42,2f806030-9d8b-40a6-bb47-4d27dd54e1b4,54b1a3b6-d3f8-4f9d-aade-d9d9f491d28b,18c45d6e-8f7e-4971-bdda-dea0b68259e4,Clothing,187.07,1,0.07,2024-12-04,2024-03-07,Processing,Credit Card,173.9751,20,Female,Canada,Returned,edcda788-5a06-4c7e-a562-190c61d79e4f,USPS,173.9751
43,796c7149-4946-495e-a485-14997f0e240e,36c33c79-d25c-4819-833c-2c8ffe003d5c,1d19f029-30aa-46b8-8e4a-f74ac02a1aee,Clothing,240.18,2,0.1,2024-10-17,2024-04-11,Processing,Credit Card,432.324,51,Male,Germany,Not Returned,a3109112-f252-4509-8312-924e0bb8f00a,FedEx,216.162
44,7a687f93-3b61-47c7-9672-0626412d2d54,537c12e5-9fe3-4609-82c1-6a558841fe1f,15383ba5-7225-4007-8e8c-e987c439ade5,Home & Kitchen,345.52,3,0.01,2024-09-04,2025-01-31,Cancelled,Debit Card,1026.1943999999999,30,Female,UK,Not Returned,1617e6f1-330d-4883-bb9e-a10bdc46bd78,FedEx,342.0648
45,ed1e8889-5b1f-47d8-90a3-058affd78624,3222dce4-1e74-40c7-87da-ddf59a8d46e2,24c82a31-c01d-40ab-9129-acae83ab616f,Home & Kitchen,405.74,2,0.07,2024-05-20,2024-10-30,Shipped,Credit Card,754.6764000000001,24,Female,France,Not Returned,5e45ec92-e7c7-45af-b85c-25b6468152c0,UPS,377.33820000000003
46,97dc68f9-513e-40e7-8882-bb8df65cec84,d80f0785-3179-4441-8493-d4a41f544623,3b29b35f-2f2c-4f09-bbce-fe6de92d3fcf,Electronics,74.9,2,0.25,2024-06-23,2024-10-19,Processing,Gift Card,112.35000000000001,39,Male,Germany,Not Returned,c318c2fa-ffbb-4d0c-8015-1205e1465b71,USPS,56.175000000000004
47,7f087164-274c-477a-881f-56d40e360493,04519fe5-3503-4267-b644-b860973546fb,dc251250-b68a-4b87-838a-f794327ac4d9,Toys,377.2,3,0.14,2024-03-04,2024-06-21,Processing,Gift Card,973.1759999999999,33,Other,USA,Not Returned,d6fb0758-26ae-4018-9302-af2f51db4818,FedEx,324.392
48,b1f83733-2a7b-49cd-b3e9-81b8d71d2dea,101a123a-4f5c-44af-b5f4-b504d61b28b0,ad14f5f0-bce3-479b-8834-bb9833cd2fe4,Home & Kitchen,158.31,2,0.23,2024-07-17,2024-12-12,Shipped,PayPal,243.79739999999998,64,Female,Canada,Returned,ec5a562e-c746-48c8-b5a0-a300e7dc9f71,UPS,121.89869999999999
49,fb261b52-6288-408a-a3f7-4148eff111da,70f81511-3650-42f9-b5e2-26ae66c7440e,14ebf2f5-89e5-4739-ab18-eb507b8feffc,Toys,166.45,5,0.15,2024-04-04,2024-09-19,Cancelled,Credit Card,707.4124999999999,52,Female,France,Returned,5d6205be-e028-45cc-847a-cb311453e122,UPS,141.4825
50,77332336-4c26-41db-949f-e632bf3f5b80,cf1dfa53-0f2d-463a-aecd-8215b7836462,0a9f5f13-f5c7-451d-b822-c0e3fa1d2585,Clothing,462.73,5,0.22,2025-01-30,2024-04-20,Delivered,Gift Card,1804.647,50,Male,Canada,Not Returned,b8678e41-1271-4100-bcaf-490b66dbc7be,USPS,360.9294
51,1517d93c-0ad5-4ab6-b5a7-5a39f2d845ec,d95d7e8b-faa9-4822-a208-6c1f6c997cf5,99f07065-dac5-4adf-82b5-8d28809e632f,Books,291.02,5,0.11,2024-05-04,2025-01-30,Cancelled,Gift Card,1295.0389999999998,50,Male,Canada,Not Returned,b918922f-6c80-41c3-b9c4-1baf32f6f2e3,USPS,259.0078
52,6b3b796c-1e6a-4c96-8b24-a097a2dd29d6,8ed16d8f-a253-4137-b3a3-b8af24a1907c,691ef5fa-8ef5-4d3c-9aa8-fd4f90924693,Toys,381.79,4,0.03,2024-08-06,2025-02-06,Delivered,Credit Card,1481.3452,52,Male,Canada,Returned,b8eef2f4-8746-4f5b-a22c-bde3da8e8586,FedEx,370.3363
53,6f46b329-de12-434c-8238-8a6705be15ad,9a2339b7-537e-44ab-8a6a-dff4916146aa,d19b4d2f-4ccd-4476-8d8c-0ddbf9743756,Clothing,355.51,1,0.24,2024-05-01,2025-01-21,Shipped,Debit Card,270.1876,44,Other,USA,Returned,54deed70-5d03-4bcf-aa95-cd008ca0612f,USPS,270.1876
54,61645483-ad91-4e31-a525-e3bc5d15b4f8,bd0225f8-1ff3-42c9-b949-0bab3b17951e,5cece4b4-1a24-49aa-971f-9e18dad393f9,Home & Kitchen,98.1,4,0.03,2024-11-30,2024-07-15,Delivered,PayPal,380.628,56,Other,Germany,Not Returned,e0233b57-56fc-4d5b-9fe5-b3e96005c79d,DHL,95.157
55,137c8ba6-5598-47d7-85af-a11470a935c8,78e614e2-7ffa-4ab2-9ac7-b4bd5b7dc12e,5f6f1aec-ae1a-4afa-ab6c-4830fae798eb,Home & Kitchen,232.61,5,0.03,2024-05-10,2024-09-21,Processing,Credit Card,1128.1585,59,Female,UK,Returned,a8fa7e5d-67ff-481e-812b-db77a0ed4e42,USPS,225.63170000000002
56,463f470b-a3d0-4336-a6f2-14631ee0eb47,425a6bae-23ed-40fa-ac9f-54b0c566acca,1e36793f-feab-4d9f-91d4-31155520dec3,Books,179.77,4,0.16,2024-08-21,2024-03-18,Cancelled,PayPal,604.0272,23,Female,Canada,Not Returned,55b1c5b3-cf86-423d-b17b-047f6ab6c355,UPS,151.0068
57,cb3ac8c0-ed1e-4ca0-b801-6eac813ab506,9fccbded-dc76-4214-b582-3bc7b1ca8980,a2be5f2a-44cf-461f-8c3e-3e51d5f0e7b0,Home & Kitchen,211.92,4,0.05,2025-01-24,2024-10-07,Shipped,Debit Card,805.2959999999999,57,Other,USA,Not Returned,828ce345-1ca0-4107-b036-57b12beb82ca,UPS,201.32399999999998
58,4864546a-961f-4929-a2b4-b24f909fa39d,3ce3cad4-8759-4809-bab9-962bcd23998b,7e586576-2e97-47a4-98a6-981aa2fe71b1,Electronics,342.81,2,0.28,2024-08-04,2024-04-02,Shipped,PayPal,493.64639999999997,26,Other,Germany,Not Returned,b37505d5-9af3-4922-9e3a-de8ce33ba908,UPS,246.82319999999999
59,f623dc02-44f4-46de-a9b1-36aa96dc8df4,9f0f7928-6ba4-45d6-9e9f-3a03b20dbce7,3fc03ab5-d195-47e3-8f9e-37f22a1a134b,Books,449.89,1,0.04,2024-09-24,2024-03-10,Processing,Gift Card,431.89439999999996,33,Other,UK,Not Returned,f2306cdd-51c9-45fa-973d-f2da2ee7b59c,USPS,431.89439999999996
60,7b93a981-46b2-4146-8824-8ca0ee85ebe3,937005b2-d2e8-43e7-a777-6f1ec67d06a9,0cd16b74-fe69-4032-bb2e-09a2157d5d34,Toys,148.54,3,0.08,2025-01-04,2025-01-17,Shipped,Gift Card,409.97040000000004,48,Male,France,Returned,6e6d7aa2-bc9c-4d5c-a91e-8fd59b684bf7,USPS,136.6568
61,8af3e6f3-5279-4c96-8ed2-a21b4dff321c,a12bdf29-5ed4-4adf-b03c-4dbe37410608,ad1e7253-7330-4276-bba1-f5cb1dc552b4,Clothing,50.53,4,0.01,2025-01-22,2024-08-26,Cancelled,Credit Card,200.0988,63,Other,France,Returned,4a976c61-0304-4cb7-93f1-e5817b72c95f,USPS,50.0247
62,ae94f569-4858-4b6b-ad41-fddaaaebc64b,afa80df3-da9b-4d9e-a3db-382cbb795c5c,ca2154c7-173e-4432-ba1f-0a6eb09a8e83,Clothing,234.88,2,0.14,2024-05-04,2024-04-08,Delivered,Credit Card,403.9936,26,Male,Canada,Returned,a673b6fb-8dac-45ed-8028-36230e3d6182,UPS,201.9968
63,da525b69-41b8-4a47-bec7-1a6c7568935a,9db4873e-4da7-430b-9e41-b6087e064687,709f0b16-9af5-4f07-b2aa-51bbfe83fa2f,Toys,170.47,3,0.2,2024-12-14,2024-03-22,Shipped,Gift Card,409.12800000000004,42,Female,France,Not Returned,7e902365-edc1-46e3-bddc-fab67dc3a403,FedEx,136.376
64,4b29bf07-66d9-4408-9eb9-30c230758755,cd5e7a2c-2f1b-4ad0-9153-17036d469361,98db5f66-8b08-436f-99fb-3c11d21fcbe8,Clothing,359.17,3,0.22,2025-02-20,2024-11-18,Delivered,PayPal,840.4578,25,Other,Canada,Returned,9c4337aa-1549-420b-96d3-4de7f5ea51d7,DHL,280.1526
65,43117d90-12d9-4e66-a373-d66636135107,cb083004-7356-4648-a964-863584b71018,32fdfb58-cdf0-4bd4-9bee-bef5031f699e,Books,146.39,3,0.23,2025-02-18,2024-04-02,Delivered,Debit Card,338.16089999999997,35,Female,USA,Returned,c369ab74-dc4b-4c68-bb4f-d46620033e09,USPS,112.72029999999998
66,9d6b39ac-9f28-481d-b29e-940ec178fe5a,965be106-c834-43a4-9061-e17f480aa9cf,78b057e6-b81e-4b98-b424-390b1a120f64,Books,267.73,3,0.13,2024-10-30,2024-07-29,Processing,Debit Card,698.7753,27,Male,USA,Not Returned,1aa41988-b322-4efa-b47a-9021f5082590,UPS,232.92510000000001
67,1bb3f12d-cc48-4934-bcdc-8e5c9a20bece,ef057855-6e75-40e6-8fc1-15cd2daa9939,ad41db45-bc00-4cba-8278-61f54a9866bf,Electronics,322.89,2,0.22,2025-01-30,2024-03-05,Processing,Credit Card,503.7084,60,Male,Canada,Returned,37554dee-ae35-4f5d-a488-7ee2a2f5ca72,DHL,251.8542
68,a67cd242-7309-48d8-88dd-bc0682ee4c1e,99fb9036-9636-496d-8db2-bbc552e564e6,71390c4c-03c3-461e-950a-df0eec5ec94c,Electronics,145.22,1,0.27,2024-03-17,2024-10-04,Shipped,Gift Card,106.0106,60,Male,UK,Returned,dfc7ecb1-95cb-4c5a-b8ae-afedd0277f97,DHL,106.0106
69,793fd417-2f5e-417b-8832-270d7f3650e7,ee42228e-d5da-4ea3-ba66-7aca2396be8c,70187ae2-fe6d-4842-9215-33ebc5337b96,Home & Kitchen,447.79,5,0.17,2024-09-05,2024-03-26,Cancelled,Debit Card,1858.3285,25,Male,France,Not Returned,5c26ab46-312a-44f9-b124-5fcdb0f5c722,UPS,371.6657
70,a0ee1eea-4f8c-4f59-8136-06314469435d,fa9d40f1-5faa-4159-be97-d3c04776a0f2,4f558fea-183e-402b-a4a1-f76f9daf1fd6,Electronics,209.53,3,0.1,2024-07-22,2024-06-29,Processing,Debit Card,565.731,43,Female,Canada,Not Returned,231dff64-ebc2-4e15-a578-2d1625565dbf,USPS,188.577
71,3aa0df37-be44-4b3c-bc0e-d36ff3804acf,f64870aa-6124-43a7-9153-1a40b9182b24,a8c27ba2-bfc3-4a16-99d0-484e482c5cd1,Home & Kitchen,24.57,3,0.2,2025-01-25,2025-02-06,Delivered,Credit Card,58.967999999999996,18,Male,Germany,Returned,23a0da12-b49e-4322-a95a-d98e1897062e,UPS,19.656
72,51396181-4280-486d-9cbc-35bab3715d2f,d862c3a6-0d1e-485c-97ca-b3da6bc4d8be,7667ba48-33ce-4024-a286-1805451d0568,Books,461.56,1,0.25,2024-09-16,2024-12-30,Processing,Debit Card,346.17,30,Other,USA,Not Returned,a247bd77-8540-4838-8fd3-d090c74780dc,FedEx,346.17
73,c83f55b1-ad75-401f-be07-b436fa62be23,2fc241ef-dd99-4f7a-bb72-18b045864848,92fce8b2-8863-4821-b54c-d2ad19b6d802,Toys,270.95,2,0.1,2024-05-11,2024-05-21,Cancelled,PayPal,487.71,51,Male,Canada,Returned,962fdd6d-3f7a-4205-842d-1c8e778c7375,FedEx,243.855
74,34b56c7f-cfec-47b0-b07f-dcde6678b57a,c9f51596-47b8-4caa-b792-0ff5cc0dabf1,9e44915b-60c5-4d8b-9244-09776e07610a,Electronics,40.03,2,0.29,2024-11-05,2024-03-23,Cancelled,Debit Card,56.842600000000004,53,Male,USA,Not Returned,28f85ed0-a30c-4c7d-9513-eaa0ba9cfcf9,UPS,28.421300000000002
75,0b178476-fb06-4376-a775-5499d5f2ca6a,c43c83e7-563b-4c4a-bb29-4ba3317aaff8,b046de55-97d2-46f5-ba66-359bb309118a,Books,418.21,2,0.21,2024-07-08,2024-09-23,Cancelled,Credit Card,660.7718,32,Male,France,Returned,63180f1b-bbdf-4efa-97aa-17ab312ade0e,DHL,330.3859
